name
f-droid/fdroidserver
freedombox/freedombox
zigpy/zha-device-handlers
vyos/vyos-documentation
cms-sw/cms-bot
mitmproxy/mitmproxy
explosion/spacy
python-poetry/poetry
streamlit/streamlit
joke2k/faker
rare-technologies/gensim
saltstack/salt
google/jax
aio-libs/aiohttp
rasahq/rasa
kovidgoyal/kitty
mail-in-a-box/mailinabox
kovidgoyal/calibre
d2l-ai/d2l-en
mlflow/mlflow
pytorch/vision
iterative/dvc
openmined/pysyft
dmlc/dgl
apache/tvm
secdev/scapy
statsmodels/statsmodels
spyder-ide/spyder
edx/edx-platform
octoprint/octoprint
scikit-image/scikit-image
kornia/kornia
great-expectations/great_expectations
openstack/nova
weblateorg/weblate
bentoml/bentoml
frappe/frappe
kubeflow/pipelines
oppia/oppia
qiskit/qiskit
google/flax
openstack/neutron
wbond/package_control_channel
jupyterhub/zero-to-jupyterhub-k8s
mozilla/addons-server
wikimedia/pywikibot
conan-io/conan-center-index
ansible-collections/community.general
openembedded/openembedded-core
azure/sonic-utilities
weblateorg/website
wikimedia/integration-config
tensorflow/models
django/django
ansible/ansible
python/cpython
localstack/localstack
tiangolo/fastapi
swisskyrepo/payloadsallthethings
celery/celery
numpy/numpy
spotify/luigi
pytorch/fairseq
ansible/awx
ultralytics/yolov5
scipy/scipy
pypa/pip
huggingface/datasets
rapptz/discord.py
qutebrowser/qutebrowser
pallets/werkzeug
pymc-devs/pymc3
freqtrade/freqtrade
buildbot/buildbot
spesmilo/electrum
spulec/moto
janeczku/calibre-web
eternnoir/pytelegrambotapi
mesonbuild/meson
internetarchive/openlibrary
fossasia/open-event-server
pydata/xarray
tmrowco/electricitymap-contrib
googlecloudplatform/professional-services
demisto/content
sqlfluff/sqlfluff
gnome/pitivi
castorini/pyserini
pymc-devs/theano-pymc
bottlesdevs/bottles
ytdl-org/youtube-dl
pandas-dev/pandas
conan-io/conan
qtile/qtile
spack/spack
manimcommunity/manim
pygments/pygments
conda-forge/staged-recipes
azure/sonic-mgmt
sympy/sympy
batocera-linux/batocera.linux
thealgorithms/python
ray-project/ray
zulip/zulip
matplotlib/matplotlib
nulldev/hacktoberfest-2020-fizzbuzz
scikit-learn/scikit-learn
oca/server-tools
pymc-devs/aesara
paddlepaddle/paddlenlp
amzn/amazon-ray
odoo/odoo
pytorch/pytorch
pytorchlightning/pytorch-lightning
ccxt/ccxt
haruhi-dl/haruhi-dl
huggingface/accelerate
sigmahq/sigma
google/big-bench
nautobot/nautobot
yt-dlp/yt-dlp
pyodide/pyodide
aws-samples/serverless-patterns
jellyfin/jellyfin-mpv-shim
jertel/elastalert2
onnx/onnx
archlinux/archinstall
facebookincubator/cinder
pyston/pyston
ytdl-patched/ytdl-patched
paddlepaddle/docs
amundsen-io/amundsen
gradio-app/gradio
greyli/flask-docs-zh
goauthentik/authentik
aesara-devs/aesara
searxng/searxng
bramstroker/homeassistant-powercalc
vdigpku/cbnetv2
mattermost/docs
wordpress/openverse
flaskcwg/flask-docs-zh
ibm-openbmc/openbmc
thisisi3/openmmlab-iounet
tlc-pack/tenset
ofirpress/attention_with_linear_biases
opensearch-project/opensearch-py
nextcord/nextcord
idevision/enhanced-discord.py
voxel-fox-ltd/novus
archipelagomw/archipelago
pycord-development/pycord
opensciencegrid/topology
pyg-team/pytorch_geometric
sbmxc/hacktoberfest
saleor/saleor
aliya-rahmani/hacktoberfest-projects
diskord-dev/diskord
vedant1771/hactoberfest2021
colesbury/nogil
kokonior/python-projects
cookiecutter/cookiecutter-django
ishaan28malik/hacktoberfest-2021
mayankchaudhary26/hacktoberfest-practice-2021
redis/redis-py
shubhamrawat5/open-source-contribution
fsspec/filesystem_spec
dbt-labs/dbt-core
octoml/relax
instapy/instapy
disnakedev/disnake
tlc-pack/relax
yoedistro/poky
pymc-devs/pymc
mindspore-ai/models
electricitymap/electricitymap-contrib
texasinstruments/edgeai-mmdetection
hummingbot/hummingbot
jxhe/unify-parameter-efficient-tuning
openedx/configuration
kedro-org/kedro
unifyai/ivy
openstack/placement
textualize/rich
openedx/edx-platform
esalesky/visrep
garlicoin-project/garlium-legacy
spec-first/connexion
libracore/erpnext
hltchkust/cantonese-asr
flaskcwg/flask-docs-fa
prowler-cloud/prowler
knowingnothing/amos
ansible/ansible-lint
openbb-finance/openbbterminal
paperless-ngx/paperless-ngx
facebookresearch/fairseq
ebagdasa/propaganda_as_a_service
kserve/kserve
lightning-ai/lightning
pypi/warehouse
huggingface/diffusers
nvidia/nemo
yoctoproject/poky
vmalloc/dessert
sonic-net/sonic-mgmt
sonic-net/sonic-utilities
robcaulk/freqai
yoedistro/poky-old
pydantic/pydantic
tiekoettercom/searxng
emporia-vue-local/esphome
pku-liang/amos
farama-foundation/gymnasium
owasp/owasp-mastg
radiantblockchain/electron-radiant
mrinank-bhowmick/python-beginner-projects
violet-zct/swarm-distillation-zero-shot
cs480-projects/cs480-projects.github.io
ishaan28malik/hacktoberfest-2023
almas-ali/hacktoberfest_pattern_making
0ex/more-awesome
fineanmol/hacktoberfest2022
uwsampl/sparsetir
jvm-coder/hacktoberfest2022_aakash
sudoblockio/tackle
sagemath/sagetrac-mirror
jazzband/django-oauth-toolkit
frappe/webshop
openstack/keystone
dragonpilot-community/dp-devel
cookieninja-generator/cookieninja
sagemath/sage-archive-2023-02-01
interpause/auto-sd-paint-ext
ascend/modelzoo-pytorch
retropilot/retropilot
colesbury/nogil-3.12
kssteven418/biglittledecoder
edgecortix-inc/mera-tvm-public
cedrickchee/transformers-llama
imaleeexx/streamlink-drm
graphcore-research/jax-experimental
openstack/kolla
pymc-devs/pytensor
datamallchain/dmchain
luosaidage/yolov5_server
fushun1990/auto-gpt-chinese
derekcheungsa/autogpt-openbb-sdk
chatgptup/auto-gpt
flathub/buildbot
efinilan/legacypilot
mit-han-lab/sparsevit
jbwang1997/crosskd
home-assistant/intents
sunnyhaibin/sunnypilot
linode/docs
lightning-ai/torchmetrics
vacanza/python-holidays
cydia2018/yolov5-light
JasonS09/comfy_sd_krita_plugin
ytdl-org/ytdl-nightly
xtekky/gpt4free
electricitymaps/electricitymaps-contrib
GitHub-Octernships/Ivy-Octernships-ML
Checkmk/checkmk
mlc-ai/relax
ansible/ansible-documentation
jerryjliu/llama_index
getmoto/moto
vllm-project/vllm
sagemath/sage
LAION-AI/Open-Assistant
openai/evals
py-pdf/pypdf
Significant-Gravitas/Auto-GPT
AUTOMATIC1111/stable-diffusion-webui
lm-sys/FastChat
oobabooga/text-generation-webui
tinygrad/tinygrad
sktime/sktime
nerfstudio-project/nerfstudio
pylint-dev/pylint
vladmandic/automatic
litestar-org/litestar
aeon-toolkit/aeon
ansible/molecule
BerriAI/litellm
apache/airflow
huggingface/trl
mouredev/retos-programacion-2023
home-assistant/core
unixwzrd/text-generation-webui-macos
gordicaleksa/Open-NLLB
keras-team/tf-keras
fineanmol/Hacktoberfest2023
poipoi300/auto-sd-krita-ext-xl
getslash/dessert
bigcode-project/transformers
nexB/pip-requirements-parser
piskvorky/gensim
opencomputeproject/OCP-HM-MegaRAC_Community_Edition
openeuler-mirror/community
nox-410/tvm.tl
element-hq/synapse
Arcticons-Team/Arcticons
Significant-Gravitas/AutoGPT
ethereum/EIPs
Lightning-AI/pytorch-lightning
stanfordnlp/dspy
pypy/pypy
run-llama/llama_index
mouredev/roadmap-retos-programacion
sunnypilot/sunnypilot
yuniaXian/fairseq_kg
lllyasviel/stable-diffusion-webui-forge
wdragondragon/apex-yolov5
markdregan/FreqAI-Marcos-Lopez-De-Prado
cvat-ai/cvat
lkeai2007/yolov5_PUBG
georghess/neurad-studio
Transpile-AI/ivy
flathub-infra/buildbot
valkey-io/valkey-py
vyos/vyos-cloud-init
sstangl/openpowerlifting
ivy-llc/ivy
pallets-eco/flask-admin
tenstorrent/tt-tvm
OpenBB-finance/OpenBB
zhaiyi000/tlm
Arm-China/Compass_Apache_TVM
fastapi/fastapi
dragonsea0927/awx
aboutcode-org/scancode-toolkit
yilinyang7/fairseq_multi_fix
dropseed/plain
opendatalab/MLS-BRN
WeblateOrg/hosted
Ishaan28malik/Hacktoberfest-2024
TexasInstruments/edgeai-tensorlab
jax-ml/jax
IsaacRe/vllm-kvcompress
vacanza/holidays
Zyphra/transformers_zamba2
django-commons/django-debug-toolbar
